Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Customer,Date,KG,EBITDA/KG
Butter,Jelly Filled,Orange,Cucumber,Burgundy,Dandy's Candies,9/2020,15617.489114658929,-0.0006302324356840944
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Citrine,Slugworth,9/2020,329.7142857142857,0.694349287802327
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Rose,Perk-a-Cola,9/2020,26081.56401384083,0.39885524834793495
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Slate,Perk-a-Cola,9/2020,818.1891025641024,0.45567958721600393
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Teal,Zebrabar,9/2020,2185.3410740203194,0.44382732473214526
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,White,Perk-a-Cola,9/2020,2655.421052631579,0.5535740357117624
Cheese,Chocolate Outer,Lemon,Egg Nog,Rose,Slugworth,9/2020,663176.1973875181,0.3312797325970462
Cheese,Chocolate Outer,Lemon,Egg Nog,Teal,Dandy's Candies,9/2020,678.7183544303797,0.2953884081763506
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,Teal,Zebrabar,9/2020,1868.867924528302,0.07827076265178792
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,Slugworth,9/2020,1347.0,0.034446562052196705
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,Dandy's Candies,9/2020,96.59546925566343,0.42835178282315217
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,Slugworth,9/2020,181.55526992287918,0.20598143534019867
Chiffon,Chocolate Outer,Cherry Cream Spice,Egg Nog,White,Perk-a-Cola,9/2020,19364.70552147239,0.14439540086290392
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,Zebrabar,9/2020,31412.04644412192,0.09405455097043139
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,Perk-a-Cola,9/2020,1968.8904494382025,0.06729575689210467
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,Black,Zebrabar,9/2020,85.32258064516128,0.14684298011323682
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,White,Fickelgruber,9/2020,21939.111111111117,0.09902340249282789
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,Slugworth,9/2020,23583.6,0.19794534864241226
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,Fickelgruber,9/2020,16205.047619047617,0.08527968484789322
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,Perk-a-Cola,9/2020,83347.75862068968,0.29439802701087814
Chiffon,Chocolate Outer,Grand Mariner,Pear,White,Slugworth,9/2020,579.0625,0.15208932165387584
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,Opal,Slugworth,9/2020,8173.714285714284,0.146053364895627
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,White,Dandy's Candies,9/2020,471.91011235955057,0.06776423915776078
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,Dandy's Candies,9/2020,1630.1966292134832,0.227347429186398
Chiffon,Chocolate Outer,Pecan,Egg Nog,White,Perk-a-Cola,9/2020,5872.384615384615,0.10870402668965873
Chiffon,Chocolate Outer,Plum,Egg Nog,Black,Fickelgruber,9/2020,3197.436893203884,-0.12282045266833255
Chiffon,Chocolate Outer,Plum,Egg Nog,Opal,Perk-a-Cola,9/2020,1180.5379746835442,0.13391712657933888
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,Black,Perk-a-Cola,9/2020,176.36477987421384,0.3047438294504451
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,Fickelgruber,9/2020,30698.857142857138,-0.1369084879373766
Chiffon,Chocolate Outer,Watermelon,Egg Nog,Opal,Perk-a-Cola,9/2020,2637.8993710691825,0.2358558776715815
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,Slugworth,9/2020,114208.8534107402,-0.07293288117794673
Chiffon,Chocolate Outer,Wintergreen,Egg Nog,White,Zebrabar,9/2020,18557.572327044025,0.13460283805295828
Pound,Candy Outer,Vanilla,Tangerine,Black,Zebrabar,9/2020,854.952380952381,0.4330710168877321
Pound,Candy Outer,Vanilla,Tangerine,Opal,Fickelgruber,9/2020,2499.2017416545723,0.3124078438361003
Pound,Candy Outer,Vanilla,Tangerine,White,Fickelgruber,9/2020,5712.3367198838905,0.2741381658938712
Pound,Chocolate Outer,Bavarian Cream,Apple,Tiffany,Dandy's Candies,9/2020,4463.780120481927,0.21903619699483823
Pound,Chocolate Outer,Bavarian Cream,Black Currant,Tiffany,Dandy's Candies,9/2020,14.663461538461537,0.38735826064363826
Pound,Chocolate Outer,Bavarian Cream,Kiwi,Tiffany,Perk-a-Cola,9/2020,2540.0,0.20171435420691664
Pound,Chocolate Outer,Bavarian Cream,Lemon,Tiffany,Zebrabar,9/2020,5071.7861635220115,-0.07810884840919083
Pound,Chocolate Outer,Bavarian Cream,Tangerine,Tiffany,Fickelgruber,9/2020,247.01618122977348,0.24205143028602774
Pound,Chocolate Outer,Black Licorice,Egg Nog,Opal,Perk-a-Cola,9/2020,3786.966463414634,0.24026078039532678
Pound,Chocolate Outer,Black Licorice,Egg Nog,White,Slugworth,9/2020,1529.7752808988766,0.18752376772094279
Pound,Chocolate Outer,Caramel Cream,Apple,Opal,Fickelgruber,9/2020,773.5849056603773,0.4648690068952153
Pound,Chocolate Outer,Caramel Cream,Apple,White,Slugworth,9/2020,579.7777777777778,0.23386661955928606
Pound,Chocolate Outer,Caramel Cream,Black Currant,Opal,Perk-a-Cola,9/2020,13121.345911949686,0.4229643366838588
Pound,Chocolate Outer,Caramel Cream,Black Currant,White,Dandy's Candies,9/2020,188.7692307692308,0.3291634730420777
Pound,Chocolate Outer,Caramel Cream,Kiwi,Black,Zebrabar,9/2020,102.64285714285714,0.2419582387748511
Pound,Chocolate Outer,Caramel Cream,Kiwi,Opal,Perk-a-Cola,9/2020,1254.4444444444443,0.20586755333680393
Pound,Chocolate Outer,Caramel Cream,Kiwi,White,Fickelgruber,9/2020,2647.5,0.054826044300944246
Pound,Chocolate Outer,Caramel Cream,Lemon,Black,Dandy's Candies,9/2020,440.859375,0.06491986679425607
Pound,Chocolate Outer,Caramel Cream,Lemon,Opal,Dandy's Candies,9/2020,2242.446601941748,-0.09533184169225661
Pound,Chocolate Outer,Caramel Cream,Lemon,White,Dandy's Candies,9/2020,12691.209677419352,0.12370985619071656
Pound,Chocolate Outer,Cheesecake,Egg Nog,Black,Fickelgruber,9/2020,2566.693548387097,0.12462262541303501
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,Fickelgruber,9/2020,253848.9090909091,0.32617148945505503
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,Zebrabar,9/2020,21601.383647798746,0.3113234980076005
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,Zebrabar,9/2020,193984.2734375,0.1301288832730367
Pound,Chocolate Outer,Cheesecake,Hazelnut,Tiffany,Perk-a-Cola,9/2020,1236.25,0.30347691476933747
Pound,Chocolate Outer,Cherry Cola,Egg Nog,Opal,Zebrabar,9/2020,1677.5078125000002,0.5201985698288657
Pound,Chocolate Outer,Cherry Cola,Egg Nog,White,Dandy's Candies,9/2020,9060.337370242214,0.20143770642274975
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,Zebrabar,9/2020,6432.321799307958,0.05920848532229718
Pound,Chocolate Outer,Coffee,Egg Nog,White,Dandy's Candies,9/2020,50574.625,0.045910769062900814
Pound,Chocolate Outer,Irish Cream,Egg Nog,Opal,Fickelgruber,9/2020,6984.389273356402,-0.10847787465579131
Pound,Chocolate Outer,Irish Cream,Egg Nog,White,Fickelgruber,9/2020,6965.361445783133,0.20921121388085806
Pound,Chocolate Outer,Lemon Custard,Egg Nog,Opal,Zebrabar,9/2020,2611.25,0.20271129548708056
Pound,Chocolate Outer,Lemon Custard,Egg Nog,White,Dandy's Candies,9/2020,2231.547169811321,0.08656521014988522
Pound,Chocolate Outer,Mango,Butter Rum,Tiffany,Slugworth,9/2020,9304.668674698794,0.2778559678243255
Pound,Chocolate Outer,Mango,Egg Nog,Black,Slugworth,9/2020,352.03883495145635,0.9315187407932917
Pound,Chocolate Outer,Mango,Egg Nog,Opal,Dandy's Candies,9/2020,3882.6809815950924,0.2603655039436687
Pound,Chocolate Outer,Mango,Egg Nog,White,Zebrabar,9/2020,18613.222222222223,0.38619876650215024
Pound,Chocolate Outer,Mango,Fuzzy Navel,Black,Slugworth,9/2020,131.55526992287918,0.16019193763600836
Pound,Chocolate Outer,Mango,Fuzzy Navel,Opal,Dandy's Candies,9/2020,1005.4545454545455,0.3756169481607605
Pound,Chocolate Outer,Mango,Fuzzy Navel,White,Dandy's Candies,9/2020,803.1896551724138,0.185203087866933
Pound,Chocolate Outer,Mango,Mojito,Black,Zebrabar,9/2020,36.37096774193548,0.2765560102357414
Pound,Chocolate Outer,Mango,Mojito,Olive,Dandy's Candies,9/2020,103.3653846153846,0.37138838111705513
Pound,Chocolate Outer,Mango,Mojito,Opal,Zebrabar,9/2020,345.6428571428572,0.21842313631763782
Pound,Chocolate Outer,Mango,Mojito,White,Perk-a-Cola,9/2020,286.6666666666667,0.4031350046897801
Pound,Chocolate Outer,Sour,Butter Rum,Tiffany,Zebrabar,9/2020,117.49826989619378,0.24465810952132822
Pound,Chocolate Outer,Sour,Egg Nog,Black,Slugworth,9/2020,777.0363321799307,0.23882034209410083
Pound,Chocolate Outer,Sour,Egg Nog,Opal,Slugworth,9/2020,5038.387096774193,0.14160436684081942
Pound,Chocolate Outer,Sour,Egg Nog,White,Zebrabar,9/2020,16749.131578947367,0.14237542088496594
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,Perk-a-Cola,9/2020,28694.0,0.7952104756091297
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,Perk-a-Cola,9/2020,19569.69230769231,0.7538000074098976
Sponge,Chocolate Outer,Blueberry,Egg Nog,Opal,Slugworth,9/2020,11.175616835994196,0.6878335464555281
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,Perk-a-Cola,9/2020,41871.69230769231,0.6524323651020106
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,Dandy's Candies,9/2020,1901.1290322580646,0.7525409355096774
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,Fickelgruber,9/2020,8250.491573033707,0.6952793681977169
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,Dandy's Candies,9/2020,40608.41346153846,0.5290656798730462
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Opal,Slugworth,9/2020,234.5701754385965,0.43937079887768077
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,Perk-a-Cola,9/2020,39307.041139240515,0.6156619500842366
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Opal,Zebrabar,9/2020,20.098039215686274,0.6027416957527129
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,Fickelgruber,9/2020,6185.59509202454,0.48055322489351493
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,Zebrabar,9/2020,11555.9375,0.09818074596964305
Tiramisu,Chocolate Outer,Chocolate,Rock and Rye,Teal,Slugworth,9/2020,120.98615916955015,0.2538009077986185
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,Perk-a-Cola,9/2020,8608.709677419354,0.9493592808170426
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,Zebrabar,9/2020,7892.142857142857,0.38610721245934354
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,Fickelgruber,9/2020,4057.832278481013,0.2311529194479534
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Teal,Fickelgruber,9/2020,428.0,0.39581731298108686
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,Fickelgruber,9/2020,42704.25889967639,0.2515339592607041
Tiramisu,Chocolate Outer,Doughnut,Pear,Burgundy,Zebrabar,9/2020,108.64285714285714,0.25240126366365995
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,Zebrabar,9/2020,7035.866666666668,0.6306026536896985
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,Slugworth,9/2020,19177.638036809818,0.2377313386213494
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,Zebrabar,9/2020,1526.2857142857142,0.21161604044319207
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,Slugworth,10/2020,40735.10802469136,0.4095135513708851
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,Slugworth,10/2020,299024.08854166674,0.35947822825834996
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,Perk-a-Cola,10/2020,51795.97953216374,0.11510239538980865
Butter,Candy Outer,Ginger Lime,Banana,White,Fickelgruber,10/2020,13671.296296296296,0.1569079668914367
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,Fickelgruber,10/2020,12274.009146341465,0.16036123749090136
Butter,Candy Outer,Ginger Lime,Rum,Burgundy,Fickelgruber,10/2020,371.2903225806451,0.3162596923243939
Butter,Candy Outer,Ginger Lime,Tutti Frutti,Amethyst,Slugworth,10/2020,12317.397660818711,0.43776324313548637
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,Zebrabar,10/2020,157100.37650602407,0.18245752953322616
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,Slugworth,10/2020,47142.928571428565,0.312791208155733
Butter,Candy Outer,Pear,Whipped Cream,White,Zebrabar,10/2020,936.2804878048779,0.15977115120269014
Butter,Candy Outer,Pink Lemonade,Banana,Amethyst,Dandy's Candies,10/2020,4258.339887640449,-0.06636365009837804
Butter,Candy Outer,Raspberry Ginger Ale,Banana,Amethyst,Slugworth,10/2020,16918.132716049382,0.33736342224910737
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Amethyst,Slugworth,10/2020,58020.911949685535,0.25885811547155435
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Burgundy,Slugworth,10/2020,117.22222222222223,0.18121773370309047
Butter,Candy Outer,Sassafras,Apricot,Amethyst,Fickelgruber,10/2020,74.78571428571429,0.03732341154827172
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,Fickelgruber,10/2020,5456.578050443081,0.14493631772046467
Butter,Candy Outer,Spice,Passion Fruit,White,Zebrabar,10/2020,2010.9477124183009,0.3168791352491823
Butter,Candy Outer,Spice,Whipped Cream,Amethyst,Zebrabar,10/2020,104499.05128205131,0.47396725117480487
Butter,Candy Outer,Spice,Whipped Cream,Burgundy,Slugworth,10/2020,42.48417721518987,0.24369631645916684
Butter,Candy Outer,Spice,Whipped Cream,White,Zebrabar,10/2020,6928.3804627249365,0.27374952528508134
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,Fickelgruber,10/2020,132.94270833333334,0.024627044865653952
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,Zebrabar,10/2020,140637.14285714287,0.22746547090609062
Butter,Chocolate Outer,Cream Soda,Peppermint,Burgundy,Dandy's Candies,10/2020,5698.392857142857,0.17191562632299823
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,Fickelgruber,10/2020,90677.41228070176,0.06965281194606585
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,Dandy's Candies,10/2020,46247.0,0.15192633269230846
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Black,Zebrabar,10/2020,54.83333333333334,0.1917901715449536
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Burgundy,Perk-a-Cola,10/2020,808.2857142857142,-0.17045788866974437
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,Slugworth,10/2020,8104.40251572327,0.019425886143514468
Butter,Chocolate Outer,Kettle Corn,Black Cherry,White,Fickelgruber,10/2020,3569.0359477124184,0.10592928545824577
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,Dandy's Candies,10/2020,71138.51966292135,0.24686977698046814
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,Perk-a-Cola,10/2020,79091.23475609756,-0.006429814487501247
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Burgundy,Perk-a-Cola,10/2020,1432.2712418300653,0.12248062330182187
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,Fickelgruber,10/2020,30221.5,0.1276508315952159
Butter,Chocolate Outer,Plum,Black Cherry,Opal,Fickelgruber,10/2020,9772.200520833334,0.12373495136252599
Butter,Chocolate Outer,Plum,Black Cherry,White,Perk-a-Cola,10/2020,10861.245674740483,0.20158202133039566
Butter,Chocolate Outer,Plum,Mango,Black,Slugworth,10/2020,3578.592162554427,0.07663212805835831
Butter,Jelly Filled,Orange,Cucumber,Amethyst,Slugworth,10/2020,42876.375,0.12594378842596388
Butter,Jelly Filled,Orange,Cucumber,Burgundy,Dandy's Candies,10/2020,15617.489114658929,-0.05223212492280909
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Citrine,Slugworth,10/2020,494.57142857142856,0.5082714532285957
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Rose,Perk-a-Cola,10/2020,13799.769319492505,0.7600209284429491
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Slate,Perk-a-Cola,10/2020,916.3717948717947,0.8387116017747557
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Teal,Zebrabar,10/2020,2185.3410740203194,0.4615988654030295
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,White,Perk-a-Cola,10/2020,1702.1929824561405,0.4182431049518096
Cheese,Chocolate Outer,Lemon,Egg Nog,Rose,Slugworth,10/2020,663176.1973875181,0.21700543376036147
Cheese,Chocolate Outer,Lemon,Egg Nog,Teal,Dandy's Candies,10/2020,678.7183544303797,0.15736328147380996
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,Teal,Zebrabar,10/2020,1868.867924528302,-0.10753136247391423
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,Slugworth,10/2020,1347.0,0.06772605828000121
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,Dandy's Candies,10/2020,86.24595469255665,0.07431623785236768
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,Slugworth,10/2020,343.1394601542417,0.2290502875698529
Chiffon,Chocolate Outer,Cherry Cream Spice,Egg Nog,White,Perk-a-Cola,10/2020,10245.87593728698,0.009874666306928886
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,Zebrabar,10/2020,31412.04644412192,0.18365098198517343
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,Perk-a-Cola,10/2020,3071.4691011235955,-0.047998216994491916
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,Black,Zebrabar,10/2020,85.32258064516128,0.43355113905740983
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,White,Fickelgruber,10/2020,14626.074074074077,0.22666384690932342
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,Slugworth,10/2020,11791.8,0.07195280588037219
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,Fickelgruber,10/2020,13504.20634920635,0.2969400359040345
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,Perk-a-Cola,10/2020,63142.241379310355,0.6093603146254911
Chiffon,Chocolate Outer,Grand Mariner,Pear,White,Slugworth,10/2020,1158.125,0.32128682998075836
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,Opal,Slugworth,10/2020,8173.714285714284,0.13093854955062975
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,White,Dandy's Candies,10/2020,736.1797752808989,0.8010449744930064
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,Dandy's Candies,10/2020,2543.106741573034,0.2875341893368242
Chiffon,Chocolate Outer,Pecan,Egg Nog,White,Perk-a-Cola,10/2020,5872.384615384615,0.09827850437083406
Chiffon,Chocolate Outer,Plum,Egg Nog,Black,Fickelgruber,10/2020,2854.854368932039,-0.26077811415507746
Chiffon,Chocolate Outer,Plum,Egg Nog,Opal,Perk-a-Cola,10/2020,1180.5379746835442,-0.032834768941926
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,Black,Perk-a-Cola,10/2020,157.46855345911948,0.19083990809129167
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,Fickelgruber,10/2020,30698.857142857138,-0.027658309798100137
Chiffon,Chocolate Outer,Watermelon,Egg Nog,Opal,Perk-a-Cola,10/2020,2355.267295597484,-0.22527860236267855
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,Slugworth,10/2020,114208.8534107402,0.0655441616387662
Chiffon,Chocolate Outer,Wintergreen,Egg Nog,White,Zebrabar,10/2020,16569.26100628931,0.21022976243285674
Pound,Candy Outer,Vanilla,Tangerine,Black,Zebrabar,10/2020,712.4603174603176,0.3494566585042155
Pound,Candy Outer,Vanilla,Tangerine,Opal,Fickelgruber,10/2020,2499.2017416545723,0.42151840061291423
Pound,Candy Outer,Vanilla,Tangerine,White,Fickelgruber,10/2020,5712.3367198838905,0.2457929084775877
Pound,Chocolate Outer,Bavarian Cream,Apple,Tiffany,Dandy's Candies,10/2020,5892.189759036144,0.37785611937410274
Pound,Chocolate Outer,Bavarian Cream,Black Currant,Tiffany,Dandy's Candies,10/2020,16.423076923076927,0.35377472486888484
Pound,Chocolate Outer,Bavarian Cream,Kiwi,Tiffany,Perk-a-Cola,10/2020,2540.0,0.10804024514665789
Pound,Chocolate Outer,Bavarian Cream,Lemon,Tiffany,Zebrabar,10/2020,4528.380503144654,0.35275633133869067
Pound,Chocolate Outer,Bavarian Cream,Tangerine,Tiffany,Fickelgruber,10/2020,220.55016181229772,0.28602091352352155
Pound,Chocolate Outer,Black Licorice,Egg Nog,Opal,Perk-a-Cola,10/2020,3786.966463414634,0.3866452722122991
Pound,Chocolate Outer,Black Licorice,Egg Nog,White,Slugworth,10/2020,2386.449438202247,0.24164302766215015
Pound,Chocolate Outer,Caramel Cream,Apple,Opal,Fickelgruber,10/2020,773.5849056603773,0.4695879279499387
Pound,Chocolate Outer,Caramel Cream,Apple,White,Slugworth,10/2020,289.8888888888889,0.2442011250933742
Pound,Chocolate Outer,Caramel Cream,Black Currant,Opal,Perk-a-Cola,10/2020,11715.487421383648,0.47097588725906514
Pound,Chocolate Outer,Caramel Cream,Black Currant,White,Dandy's Candies,10/2020,188.7692307692308,0.51666775839233
Pound,Chocolate Outer,Caramel Cream,Kiwi,Black,Zebrabar,10/2020,102.64285714285714,-0.03285399643905951
Pound,Chocolate Outer,Caramel Cream,Kiwi,Opal,Perk-a-Cola,10/2020,627.2222222222222,0.09367493540999547
Pound,Chocolate Outer,Caramel Cream,Kiwi,White,Fickelgruber,10/2020,2647.5,0.2337099809201707
Pound,Chocolate Outer,Caramel Cream,Lemon,Black,Dandy's Candies,10/2020,529.03125,0.11874116966936402
Pound,Chocolate Outer,Caramel Cream,Lemon,Opal,Dandy's Candies,10/2020,2002.1844660194174,0.25973466627712133
Pound,Chocolate Outer,Caramel Cream,Lemon,White,Dandy's Candies,10/2020,12691.209677419352,0.06197102608792779
Pound,Chocolate Outer,Cheesecake,Egg Nog,Black,Fickelgruber,10/2020,2566.693548387097,0.2671418583754225
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,Fickelgruber,10/2020,211540.75757575763,0.21786155638202476
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,Zebrabar,10/2020,19286.94968553459,0.27347199157769697
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,Zebrabar,10/2020,124348.89322916669,0.2621909013014392
Pound,Chocolate Outer,Cheesecake,Hazelnut,Tiffany,Perk-a-Cola,10/2020,1483.5,0.18586173108334741
Pound,Chocolate Outer,Cherry Cola,Egg Nog,Opal,Zebrabar,10/2020,1075.3255208333335,0.41871719150310793
Pound,Chocolate Outer,Cherry Cola,Egg Nog,White,Dandy's Candies,10/2020,4793.829296424452,0.1931078139374855
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,Zebrabar,10/2020,3403.3448673587077,0.04965107312773773
Pound,Chocolate Outer,Coffee,Egg Nog,White,Dandy's Candies,10/2020,101149.25,0.03563542221087057
Pound,Chocolate Outer,Irish Cream,Egg Nog,Opal,Fickelgruber,10/2020,3695.444059976932,-0.3157718141539922
Pound,Chocolate Outer,Irish Cream,Egg Nog,White,Fickelgruber,10/2020,9194.277108433736,0.23618772124629311
Pound,Chocolate Outer,Lemon Custard,Egg Nog,Opal,Zebrabar,10/2020,5222.5,0.14820912657273763
Pound,Chocolate Outer,Lemon Custard,Egg Nog,White,Dandy's Candies,10/2020,1992.4528301886792,-0.147721885411974
Pound,Chocolate Outer,Mango,Butter Rum,Tiffany,Slugworth,10/2020,12282.16265060241,0.1205512508011345
Pound,Chocolate Outer,Mango,Egg Nog,Black,Slugworth,10/2020,314.32038834951464,0.19762763825672125
Pound,Chocolate Outer,Mango,Egg Nog,Opal,Dandy's Candies,10/2020,2054.328561690525,0.5608268992034505
Pound,Chocolate Outer,Mango,Egg Nog,White,Zebrabar,10/2020,9306.611111111111,0.4152057478358896
Pound,Chocolate Outer,Mango,Fuzzy Navel,Black,Slugworth,10/2020,248.6394601542416,0.25977854389501176
Pound,Chocolate Outer,Mango,Fuzzy Navel,Opal,Dandy's Candies,10/2020,837.8787878787879,0.2372707464439776
Pound,Chocolate Outer,Mango,Fuzzy Navel,White,Dandy's Candies,10/2020,608.4770114942529,0.17736648749868136
Pound,Chocolate Outer,Mango,Mojito,Black,Zebrabar,10/2020,36.37096774193548,0.3815787764894709
Pound,Chocolate Outer,Mango,Mojito,Olive,Dandy's Candies,10/2020,115.76923076923076,0.16800623956790298
Pound,Chocolate Outer,Mango,Mojito,Opal,Zebrabar,10/2020,518.4642857142858,0.2926739620194695
Pound,Chocolate Outer,Mango,Mojito,White,Perk-a-Cola,10/2020,191.11111111111111,0.15445609943327196
Pound,Chocolate Outer,Sour,Butter Rum,Tiffany,Zebrabar,10/2020,62.168396770472896,0.30116501946463287
Pound,Chocolate Outer,Sour,Egg Nog,Black,Slugworth,10/2020,411.1303344867358,0.14817097753172734
Pound,Chocolate Outer,Sour,Egg Nog,Opal,Slugworth,10/2020,5038.387096774193,0.3023071753521641
Pound,Chocolate Outer,Sour,Egg Nog,White,Zebrabar,10/2020,10736.622807017544,0.12513872918078361
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,Perk-a-Cola,10/2020,19129.33333333333,0.7938879106856923
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,Perk-a-Cola,10/2020,19569.69230769231,0.7264590077640796
Sponge,Chocolate Outer,Blueberry,Egg Nog,Opal,Slugworth,10/2020,11.175616835994196,0.8282217081627744
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,Perk-a-Cola,10/2020,41871.69230769231,0.8361468942070036
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,Dandy's Candies,10/2020,1901.1290322580646,0.7828106604263837
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,Fickelgruber,10/2020,12870.766853932582,0.8605327076430694
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,Dandy's Candies,10/2020,45481.423076923085,0.6115748780193582
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Opal,Slugworth,10/2020,150.36549707602342,0.6818430815856354
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,Perk-a-Cola,10/2020,39307.041139240515,0.6002345383209851
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Opal,Zebrabar,10/2020,20.098039215686274,0.8649757035173244
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,Fickelgruber,10/2020,3272.80163599182,0.30557516614297403
