Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Width,Height,Net Sales Quantity in KG,EBITDA,Product
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,630,260,113592.0,1296.12,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Black-630-260
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,540,150,2820.0,1292.72,Chiffon-Chocolate Outer-Orange Brandy-Egg Nog-Teal-540-150
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,540,170,3300.0,1268.42,Chiffon-Chocolate Outer-Acai Berry-Egg Nog-White-540-170
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,520,300,4104.0,1266.77,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-520-300
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,620,150,3875.0,1247.32,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-620-150
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,429,470,2200.0,1219.21,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-429-470
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,605,200,2125.0,1185.45,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-605-200
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,622,150,2200.0,1056.68,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-622-150
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,560,170,2100.0,857.59,Chiffon-Chocolate Outer-Acai Berry-Egg Nog-White-560-170
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,300,170,1000.0,845.43,Chiffon-Chocolate Outer-Orange Brandy-Egg Nog-Teal-300-170
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,310,200,5150.0,817.31,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Black-310-200
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,500,100,3300.0,802.4,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-500-100
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,293,300,2145.0,786.41,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-293-300
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,309,100,4220.0,773.52,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-309-100
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,Black,450,400,2003.0,771.42,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-Black-450-400
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,420,200,2789.6,748.79,Chiffon-Chocolate Outer-Birch Beer-Egg Nog-White-420-200
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,Black,620,200,1058.0,742.7,Chiffon-Chocolate Outer-Ginger Ale-Egg Nog-Black-620-200
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,1400,300,5735.0,717.58,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-1400-300
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,475,130,1100.0,715.94,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-475-130
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,516,370,1988.0,659.32,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-516-370
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,335,100,1500.0,632.89,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-335-100
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,468,170,7055.0,607.46,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Opal-468-170
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,586,320,4965.0,605.12,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-586-320
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,560,230,1883.0,578.21,Chiffon-Chocolate Outer-Acai Berry-Egg Nog-White-560-230
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,White,315,220,7665.0,539.56,Chiffon-Chocolate Outer-Ginger Ale-Egg Nog-White-315-220
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,320,200,2500.0,502.03,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Black-320-200
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,391,150,1090.0,484.54,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-391-150
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,450,100,1947.0,442.77,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-450-100
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,1100,300,540.5,361.99,Chiffon-Chocolate Outer-Apricot-Egg Nog-White-1100-300
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,700,500,7111.0,338.02,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-700-500
Chiffon,Chocolate Outer,Wintergreen,Egg Nog,White,310,250,132389.2,313.8,Chiffon-Chocolate Outer-Wintergreen-Egg Nog-White-310-250
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,620,210,2420.0,288.97,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Opal-620-210
Chiffon,Chocolate Outer,Huckleberry,Egg Nog,White,650,275,9.6,279.25,Chiffon-Chocolate Outer-Huckleberry-Egg Nog-White-650-275
Chiffon,Chocolate Outer,Huckleberry,Egg Nog,White,650,273,9.6,279.18,Chiffon-Chocolate Outer-Huckleberry-Egg Nog-White-650-273
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,468,320,1100.0,257.97,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Black-468-320
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,310,120,2017.6,222.06,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-310-120
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,1030,100,1996.0,219.99,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-1030-100
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,620,140,2000.0,174.35,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-620-140
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,340,300,7130.0,157.88,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-340-300
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,1030,100,2950.0,138.43,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Opal-1030-100
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,1100,150,511.0,135.34,Chiffon-Chocolate Outer-Apricot-Egg Nog-White-1100-150
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,Opal,440,160,146.8,119.24,Chiffon-Chocolate Outer-Grand Mariner-Rock and Rye-Opal-440-160
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,950,320,5.7,72.99,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Black-950-320
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,604,160,110.0,64.39,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Opal-604-160
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,460,300,2970.0,38.68,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-460-300
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,620,230,24217.0,26.69,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-620-230
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,520,200,1685.0,6.25,Chiffon-Chocolate Outer-Orange Brandy-Egg Nog-Teal-520-200
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,530,205,1160.0,2.38,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-530-205
Chiffon,Chocolate Outer,Huckleberry,Egg Nog,White,630,268,3.3,-5.19,Chiffon-Chocolate Outer-Huckleberry-Egg Nog-White-630-268
Chiffon,Chocolate Outer,Huckleberry,Egg Nog,White,630,267,5.5,-14.06,Chiffon-Chocolate Outer-Huckleberry-Egg Nog-White-630-267
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,695,200,25.0,-31.43,Chiffon-Chocolate Outer-Birch Beer-Egg Nog-White-695-200
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,990,250,10.9,-54.93,Chiffon-Chocolate Outer-Birch Beer-Egg Nog-White-990-250
Chiffon,Chocolate Outer,Bourbon,Egg Nog,White,650,157,1.4,-57.58,Chiffon-Chocolate Outer-Bourbon-Egg Nog-White-650-157
Chiffon,Chocolate Outer,Plum,Egg Nog,Black,621,380,4625.0,-58.04,Chiffon-Chocolate Outer-Plum-Egg Nog-Black-621-380
Chiffon,Chocolate Outer,Bourbon,Egg Nog,White,650,156,1.4,-58.13,Chiffon-Chocolate Outer-Bourbon-Egg Nog-White-650-156
Chiffon,Chocolate Outer,Grand Mariner,Pecan,White,302,120,1.2,-61.48,Chiffon-Chocolate Outer-Grand Mariner-Pecan-White-302-120
Chiffon,Chocolate Outer,Plum,Egg Nog,Black,1010,300,63.7,-65.74,Chiffon-Chocolate Outer-Plum-Egg Nog-Black-1010-300
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,700,305,0.0,-78.0,Chiffon-Chocolate Outer-Fruit Punch-Egg Nog-White-700-305
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,620,250,17370.0,-85.21,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-620-250
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,485,200,50.0,-85.99,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-485-200
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,695,100,5.6,-98.64,Chiffon-Chocolate Outer-Fruit Punch-Egg Nog-White-695-100
Chiffon,Chocolate Outer,Bourbon,Egg Nog,White,650,164,2.8,-104.0,Chiffon-Chocolate Outer-Bourbon-Egg Nog-White-650-164
Chiffon,Chocolate Outer,Bourbon,Egg Nog,White,650,162,2.8,-105.69,Chiffon-Chocolate Outer-Bourbon-Egg Nog-White-650-162
Chiffon,Chocolate Outer,Grand Mariner,Pecan,White,460,200,4.1,-111.91,Chiffon-Chocolate Outer-Grand Mariner-Pecan-White-460-200
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,310,230,2330.0,-112.6,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-310-230
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,298,170,1000.0,-117.25,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-298-170
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,320,250,14.7,-137.91,Chiffon-Chocolate Outer-Apricot-Egg Nog-White-320-250
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,1040,260,470.0,-208.26,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-1040-260
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,500,305,10.0,-223.92,Chiffon-Chocolate Outer-Fruit Punch-Egg Nog-White-500-305
Chiffon,Chocolate Outer,Ginger Ale,Hazelnut,White,1000,330,0.0,-229.98,Chiffon-Chocolate Outer-Ginger Ale-Hazelnut-White-1000-330
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,301,300,3.1,-255.78,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-301-300
Chiffon,Chocolate Outer,Grand Mariner,Pecan,White,700,200,19.6,-256.94,Chiffon-Chocolate Outer-Grand Mariner-Pecan-White-700-200
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,335,320,150.0,-269.06,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Black-335-320
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,1000,305,51.0,-272.45,Chiffon-Chocolate Outer-Fruit Punch-Egg Nog-White-1000-305
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,300,100,1.9,-319.38,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-300-100
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,600,260,6.3,-321.99,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-600-260
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,954,287,215.0,-323.75,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-954-287
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,316,150,3.0,-354.85,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-316-150
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,516,270,1.9,-356.53,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-516-270
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,310,200,3.5,-357.44,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-310-200
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,320,320,0.0,-364.38,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Black-320-320
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,300,270,5.4,-372.86,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-300-270
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,430,330,5.8,-384.5,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-430-330
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,310,320,5.7,-385.11,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-310-320
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,516,260,3.7,-385.26,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-516-260
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,311,290,11.3,-385.69,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-311-290
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,695,150,8.1,-386.31,Chiffon-Chocolate Outer-Fruit Punch-Egg Nog-White-695-150
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,700,200,9.6,-388.05,Chiffon-Chocolate Outer-Orange Brandy-Egg Nog-Teal-700-200
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,485,300,0.7,-389.9,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-485-300
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,475,270,10.8,-391.69,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-475-270
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,340,300,8.8,-396.64,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-340-300
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,335,320,5977.0,-399.8,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-335-320
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,311,200,1100.0,-402.09,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-311-200
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,520,165,14.6,-406.4,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-520-165
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,650,280,2540.0,-406.99,Chiffon-Chocolate Outer-Fruit Punch-Egg Nog-White-650-280
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,391,210,10265.0,-410.48,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-391-210
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,590,170,11.6,-413.73,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Opal-590-170
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,695,150,18.7,-413.92,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-695-150
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,500,150,30.8,-427.12,Chiffon-Chocolate Outer-Fruit Punch-Egg Nog-White-500-150
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,298,140,1585.0,-440.57,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-298-140
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,480,650,110.0,-443.33,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-480-650
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,600,600,87.0,-463.54,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-600-600
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,586,287,55.8,-473.44,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-586-287
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,480,300,46.6,-482.43,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-480-300
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,476,300,23.0,-525.45,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-476-300
Chiffon,Chocolate Outer,Grand Mariner,Pecan,White,475,200,42.6,-527.4,Chiffon-Chocolate Outer-Grand Mariner-Pecan-White-475-200
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,480,750,122.4,-529.69,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-480-750
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,520,120,330.0,-535.32,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-520-120
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,476,340,26.1,-535.74,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-476-340
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,600,300,6000.0,-549.7,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-600-300
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,310,230,2676.3,-598.31,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-310-230
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,586,300,117.0,-609.91,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-586-300
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,330,750,7520.0,-610.0,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-330-750
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,650,240,1578.0,-610.44,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Opal-650-240
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,493,200,2170.0,-675.26,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-493-200
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,315,310,1991.3,-734.02,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-315-310
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,White,940,330,75.0,-746.02,Chiffon-Chocolate Outer-Ginger Ale-Egg Nog-White-940-330
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,621,760,3186.0,-764.86,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-621-760
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,480,300,2203.0,-781.43,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-480-300
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,320,340,138.9,-811.14,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-320-340
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,520,200,35.6,-825.45,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-520-200
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,1520,200,1844.0,-861.53,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-1520-200
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,210,160,1.0,-906.06,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Opal-210-160
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,298,340,2910.0,-951.52,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-298-340
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,530,205,1171.0,-953.77,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-530-205
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,510,610,126.9,-956.75,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-510-610
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,310,320,79.0,-984.89,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-310-320
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,Teal,650,250,1330.0,-987.25,Chiffon-Chocolate Outer-Acai Berry-Egg Nog-Teal-650-250
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,510,150,119.0,-991.43,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-510-150
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,340,150,4088.0,-1003.19,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Opal-340-150
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,330,200,3635.0,-1053.75,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-330-200
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,700,400,9401.0,-1410.45,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-700-400
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,400,610,10225.0,-1579.91,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-400-610
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,520,160,49.5,-1738.63,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Opal-520-160
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,515,340,5002.0,-1808.68,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-515-340
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,420,300,42055.0,-1851.81,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-420-300
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,298,200,12318.0,-1906.57,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-298-200
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,White,604,160,6720.0,-1940.86,Chiffon-Chocolate Outer-Grand Mariner-Rock and Rye-White-604-160
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,1000,400,2249.0,-1995.75,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-1000-400
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,510,330,3154.0,-2003.06,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-510-330
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,520,305,4170.0,-2106.91,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-520-305
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,340,150,4575.0,-2180.07,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-340-150
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,298,320,5000.0,-2671.84,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-298-320
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,420,200,8081.0,-2915.19,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-420-200
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,700,300,16110.0,-3042.01,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-700-300
Chiffon,Chocolate Outer,Watermelon,Egg Nog,Opal,520,125,7085.0,-3047.77,Chiffon-Chocolate Outer-Watermelon-Egg Nog-Opal-520-125
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,310,100,11001.0,-3060.61,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-310-100
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,700,200,5404.0,-3079.22,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-700-200
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,620,200,7095.0,-3190.09,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-620-200
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,605,730,5632.0,-3808.43,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-605-730
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,1010,310,10308.0,-4405.88,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-1010-310
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,298,300,10400.0,-4508.32,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-298-300
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,925,310,10179.0,-4780.45,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-925-310
Chiffon,Chocolate Outer,Wintergreen,Egg Nog,White,520,250,76182.0,-5022.83,Chiffon-Chocolate Outer-Wintergreen-Egg Nog-White-520-250
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,1505,150,18690.0,-5152.71,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-1505-150
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,1186,150,10152.0,-5667.7,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-1186-150
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,320,320,18000.0,-5945.59,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-320-320
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,450,300,18291.0,-6357.11,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-450-300
Chiffon,Chocolate Outer,Cherry Cream Spice,Egg Nog,White,482,300,20584.0,-6373.57,Chiffon-Chocolate Outer-Cherry Cream Spice-Egg Nog-White-482-300
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,600,570,27500.0,-6467.94,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-600-570
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,386,310,58268.0,-6666.56,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-386-310
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,424,600,20234.0,-6700.76,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-424-600
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,320,200,29775.0,-6996.23,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-Opal-320-200
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,424,590,23085.9,-6997.68,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-424-590
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,1505,200,10667.0,-7312.14,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-1505-200
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,620,120,40467.0,-7472.74,Chiffon-Chocolate Outer-Grand Mariner-Egg Nog-White-620-120
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,320,150,26150.0,-8226.98,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-320-150
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,417,400,26957.2,-8237.93,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-417-400
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,515,320,15011.0,-9045.85,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-515-320
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,468,345,19671.0,-9138.54,Chiffon-Chocolate Outer-Watermelon-Egg Nog-White-468-345
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,936,760,19045.0,-9914.42,Chiffon-Chocolate Outer-Toasted Coconut-Egg Nog-White-936-760
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,482,310,0.0,-10029.43,Chiffon-Chocolate Outer-Creme de Menthe-Egg Nog-White-482-310
